survey_id,shop_id,mobis_code,interaction_date,response_date,rating,verbatim,vendor_id,audience_type,customer_type,channel,case_type,case_level_1,case_level_2,case_level_3,source_system,is_mappable
226.858.648,668c0031160e5c0f00009780,MOBIS293,2025-11-05,2025-11-07,5,het personeel was heel vriendelijk en het wachten was totaal niet lang,17769,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.655,6765461c5e2a75c344058337,MOBIS271,2025-11-05,2025-11-07,5,,18492,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.670,,MOBIS515,2025-11-05,2025-11-07,5,alles verliep zeer vlot,18412,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.858.679,,MOBIS513,2025-11-05,2025-11-07,3,,18287,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.858.682,,MOBIS523,2025-11-05,2025-11-07,5,,19417,SUBSCRIPTION,SUBSCRIBERS,OSO,,,,,Activation,False
226.858.684,668c002e3a0ef2aeba009763,MOBIS288,2025-11-05,2025-11-07,5,,17398,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.858.698,668c003023673b2a0d009776,MOBIS351,2025-11-05,2025-11-07,4,,17572,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.858.733,,,2025-11-05,2025-11-07,5,,21373,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.858.736,668c002f1610eef050009769,MOBIS402,2025-11-05,2025-11-07,5,"everything was perfect, my issues were solved and the shop assistant helped me a lot",17993,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.817,,,2025-11-05,2025-11-07,5,,16608,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.858.865,668c0033160eeedaca00978f,MOBIS416,2025-11-05,2025-11-07,4,,21427,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.881,,MOBIS526,2025-11-05,2025-11-07,5,,20947,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.858.884,668c002f2367efeb9c009768,MOBIS478,2025-11-05,2025-11-07,2,,19432,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.858.907,668c0034236a9853fa00979b,MOBIS471,2025-11-05,2025-11-07,5,,21086,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.858.917,668c00353a0d1c82760097a6,MOBIS199,2025-11-05,2025-11-07,5,,17475,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.858.954,,MOBIS525,2025-11-05,2025-11-07,4,,20958,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.858.956,668c00342369bf0ede00979a,MOBIS324,2025-11-05,2025-11-07,5,,21576,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.958,6765461c5e2a75c344058337,MOBIS271,2025-11-05,2025-11-07,5,,20484,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.997,668c002e16116d7d1c00975e,MOBIS312,2025-11-05,2025-11-07,4,,21494,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.859.009,668c00333a1f4b047d009793,MOBIS503,2025-11-05,2025-11-07,5,zeer goed begeleiding en professionele manier van werken.,21624,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.859.013,,,2025-11-05,2025-11-07,5,,18463,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.859.029,668c002f2367e064f500976d,MOBIS484,2025-11-05,2025-11-07,4,,17063,SUBSCRIPTION,FIRMS,OSO,New Activation,,,,Activation,True
226.859.046,668c00343a0e689bf0009798,MOBIS480,2025-11-05,2025-11-07,5,,20507,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.859.074,668c0032236a92f788009786,MOBIS474,2025-11-05,2025-11-07,4,,19414,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.859.083,668c00353a0d1c82760097a6,MOBIS199,2025-11-05,2025-11-07,5,"the staff was very nice, and met all our expectations!",16488,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.859.104,668c00332369207fda009792,MOBIS345,2025-11-05,2025-11-07,3,,5777,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.859.221,,,2025-11-05,2025-11-07,5,5,olimas5844,SUBSCRIPTION,SUBSCRIBERS,Retail MediaMarkt,New Activation,,,,Activation,False
226.859.236,,,2025-11-05,2025-11-07,5,,ademer4717,SUBSCRIPTION,SUBSCRIBERS,Retail MediaMarkt,New Activation,,,,Activation,False
226.859.243,,,2025-11-05,2025-11-07,5,,benthi8815,SUBSCRIPTION,SUBSCRIBERS,Buying group,SIM Renewal,,,,Activation,False
226.859.248,,,2025-11-05,2025-11-07,5,,jurlys1282,SUBSCRIPTION,SUBSCRIBERS,Buying group,New Activation,,,,Activation,False
226.859.249,,,2025-11-05,2025-11-07,5,,margra2886,SUBSCRIPTION,SUBSCRIBERS,Retail MediaMarkt,New Activation,,,,Activation,False
226.859.251,,,2025-11-05,2025-11-07,5,snel en beschikbaar,ssn.cosmo762,SUBSCRIPTION,SUBSCRIBERS,SMART,New Activation,,,,Activation,False
226.859.253,,,2025-11-04,2025-11-07,5,,chrbre7116,SUBSCRIPTION,SUBSCRIBERS,Retail MediaMarkt,New Activation,,,,Activation,False
226.859.260,,,2025-11-05,2025-11-07,5,vriendelijk en behulpzaam .,jurlys1282,SUBSCRIPTION,SUBSCRIBERS,Buying group,New Activation,,,,Activation,False
226.859.280,,,2025-11-05,2025-11-07,5,,laualo7168,SUBSCRIPTION,SUBSCRIBERS,Buying group,SIM Renewal,,,,Activation,False
226.859.302,,,2025-11-04,2025-11-07,5,,ssn.omega417,SUBSCRIPTION,SUBSCRIBERS,SMART,New Activation,,,,Activation,False
226.859.324,,,2025-11-05,2025-11-07,4,,ssn.consu424,SUBSCRIPTION,FIRMS,SMART,New Activation,,,,Activation,False
226.859.333,,,2025-11-05,2025-11-07,5,,ssn.mensa726,SUBSCRIPTION,SUBSCRIBERS,SMART,New Activation,,,,Activation,False
226.797.769,668c002f2367e064f500976d,MOBIS484,2025-10-29,2025-11-08,5,gratuit,17063,Prospect,,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.824.359,668c00353a0d1c82760097a6,MOBIS199,2025-10-31,2025-11-08,2,,18010,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.830.001,6669610334fb243c680a7680,MOBIS499,2025-11-03,2025-11-08,5,waren heel vriendelijk en me goe verder geholpen,21571,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.832.278,668c00363a0df6b7b50097af,MOBIS488,2025-11-03,2025-11-08,5,,15528,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.843.957,668c00343a0e689bf0009798,MOBIS480,2025-11-04,2025-11-08,5,,20493,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.843.994,,MOBIS512,2025-11-04,2025-11-08,5,,21615,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,False
226.844.269,668c002f1610eef050009769,MOBIS402,2025-11-04,2025-11-08,4,,17889,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.844.563,668c0037236417d8e80097b8,MOBIS497,2025-11-04,2025-11-08,5,,17571,Prospect,,OSO,SIM PREPAID,,,,Activation,True
226.844.989,668c0031160e7a84cc00977b,MOBIS459,2025-11-04,2025-11-08,4,"erg vriendelijk en behulpzaam, maar wel lange wachtrij.",16676,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.846.876,668c0032236ab3f452009782,MOBIS403,2025-11-04,2025-11-08,5,,20497,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.847.522,,,2025-11-04,2025-11-08,5,,tatper1521,SUBSCRIPTION,SUBSCRIBERS,Buying group,Tariff Change,,,,Activation,False
226.855.700,668c002d3a1f37593d00975c,MOBIS486,2025-11-05,2025-11-08,5,,18021,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.855.742,668c0034236a9853fa00979b,MOBIS471,2025-11-05,2025-11-08,1,,17041,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,OTHER,Purchase,True
226.855.806,,MOBIS513,2025-11-05,2025-11-08,5,"le monsieur etais sympa ,poli, accuellant",21387,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,APPLE REFURBISHED,Purchase,False
226.856.204,668c00312369e254ca00977c,MOBIS487,2025-11-05,2025-11-08,5,,20962,Prospect,,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,True
226.856.470,668c00342369bf0ede00979a,MOBIS324,2025-11-05,2025-11-08,3,,18570,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.856.520,668c00342369bf0ede00979a,MOBIS324,2025-11-05,2025-11-08,5,,18570,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.856.696,668c0030161156caf1009775,MOBIS483,2025-11-05,2025-11-08,5,,18557,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.856.883,668c002f161105953e00976b,MOBIS501,2025-11-05,2025-11-08,5,,17956,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.857.449,668c002e3a0d882276009762,MOBIS296,2025-11-05,2025-11-08,3,,18813,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.857.636,,MOBIS517,2025-11-05,2025-11-08,4,,21468,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.857.990,,MOBIS524,2025-11-05,2025-11-08,5,,20948,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.858.021,,,2025-11-05,2025-11-08,5,,18292,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,Tariff Change,,,,Activation,False
226.858.368,668c0032236a76f08500978a,MOBIS439,2025-11-05,2025-11-08,5,"vriendelijke, vlotte, deskundige begeleiding",16947,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.858.381,668c00323a1fa1f996009788,MOBIS479,2025-11-05,2025-11-08,1,,20499,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.858.503,668c00372364917bbb0097b4,MOBIS468,2025-11-05,2025-11-08,5,,17121,SUBSCRIPTION,FIRMS,OSO,SIM Renewal,,,,Activation,True
226.858.596,,MOBIS532,2025-11-05,2025-11-08,5,,20965,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.858.601,,MOBIS524,2025-11-05,2025-11-08,4,,20948,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.858.838,668c002f161139e41c009770,MOBIS502,2025-11-05,2025-11-08,5,,21411,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.858.874,668c00353a0d1c82760097a6,MOBIS199,2025-11-05,2025-11-08,5,heel lief en hulpzaam,17475,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.859.226,,,2025-11-05,2025-11-08,5,tres efficace et rapide pour depanner et aider merci,antpau2411,SUBSCRIPTION,SUBSCRIBERS,Buying group,New Activation,,,,Activation,False
226.867.275,,MOBIS510,2025-11-06,2025-11-08,4,,18339,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.277,668c00363a0df6b7b50097af,MOBIS488,2025-11-06,2025-11-08,4,,17082,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.278,668c002f2367efeb9c009768,MOBIS478,2025-11-06,2025-11-08,5,,17050,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.867.300,668c00361611f516990097ae,MOBIS476,2025-11-06,2025-11-08,3,,20491,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.867.305,668c0037236ac63d970097b5,MOBIS472,2025-11-06,2025-11-08,5,,21170,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.312,,MOBIS509,2025-11-06,2025-11-08,5,"vriendelijke man,en goeie info bij de aankoop van mijn nieuwe gsm.",18337,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,False
226.867.322,,MOBIS522,2025-11-06,2025-11-08,5,,21082,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,False
226.867.333,668c00332369207fda009792,MOBIS345,2025-11-06,2025-11-08,5,,21382,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.336,,MOBIS513,2025-11-06,2025-11-08,5,,18439,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.867.339,,MOBIS526,2025-11-06,2025-11-08,5,acceuil sympa,20947,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,False
226.867.342,668c0030161156caf1009775,MOBIS483,2025-11-06,2025-11-08,5,,21183,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.358,668c0032236ab3f452009782,MOBIS403,2025-11-06,2025-11-08,5,,20497,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,True
226.867.364,,MOBIS530,2025-11-06,2025-11-08,5,,19425,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.373,,MOBIS520,2025-11-06,2025-11-08,5,,21202,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.380,668c00343a0e689bf0009798,MOBIS480,2025-11-06,2025-11-08,5,,20493,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.867.383,668c002f3a1f83e97e00976a,MOBIS455,2025-11-06,2025-11-08,5,,15473,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.408,,MOBIS533,2025-11-06,2025-11-08,5,"vendeur super gentil, professionnel serviable et efficace.",17093,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.409,668c00313a0ec591d9009781,MOBIS458,2025-11-06,2025-11-08,5,uitleg +bediening,17117,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.867.416,668c002f16108cebc400976e,MOBIS473,2025-11-06,2025-11-08,5,,18090,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.867.430,,MOBIS533,2025-11-06,2025-11-08,5,vendeur super sympa et avenant,21076,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,False
226.867.434,,MOBIS510,2025-11-06,2025-11-08,5,de service ging snel en vloy ondanks de drukte. het personeel bleef kalm en de actie werd niet vergeten.,18336,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,False
226.867.440,668c003416114a4968009795,MOBIS321,2025-11-06,2025-11-08,5,,17961,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.453,668c00323a1fa1f996009788,MOBIS479,2025-11-06,2025-11-08,5,,17075,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.467,668c002f23697ff3bb009767,MOBIS294,2025-11-06,2025-11-08,5,,17551,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Audio,Headset,Purchase,True
226.867.470,,MOBIS533,2025-11-06,2025-11-08,5,,17093,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.490,668c0030160ed08d20009777,MOBIS496,2025-11-06,2025-11-08,5,"ik ben goed geholpen , ook rap",17489,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.867.506,,MOBIS515,2025-11-06,2025-11-08,4,,18830,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.508,,MOBIS515,2025-11-06,2025-11-08,5,,18438,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.523,668c0036160ec145c30097a8,MOBIS440,2025-11-06,2025-11-08,5,,15488,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.867.527,668c0037160e0a7b030097b1,MOBIS490,2025-11-06,2025-11-08,5,,17091,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.867.534,668c00333a0e76cce300978c,MOBIS369,2025-11-06,2025-11-08,5,zeer vlotte en correcte service!!,15070,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.535,668c00312369e254ca00977c,MOBIS487,2025-11-06,2025-11-08,5,,20962,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.542,,MOBIS510,2025-11-06,2025-11-08,5,,18336,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.546,,MOBIS525,2025-11-06,2025-11-08,5,,20954,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,False
226.867.551,668c00343a0e689bf0009798,MOBIS480,2025-11-06,2025-11-08,4,,21675,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.569,,MOBIS530,2025-11-06,2025-11-08,4,,20480,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,False
226.867.587,,MOBIS512,2025-11-06,2025-11-08,5,,20969,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,False
226.867.600,668c00373a0e6e98440097b6,MOBIS504,2025-11-06,2025-11-08,5,"heel vriendelijk, behulpzaam en duidelijke uitleg",20912,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.867.624,,MOBIS525,2025-11-06,2025-11-08,5,,20954,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,False
226.867.636,668c002f2367e064f500976d,MOBIS484,2025-11-06,2025-11-08,5,,9512,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.652,,MOBIS529,2025-11-06,2025-11-08,5,,20956,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.867.667,668c0032236a92f788009786,MOBIS474,2025-11-06,2025-11-08,5,,21396,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.671,668c002e3a0ef2aeba009763,MOBIS288,2025-11-06,2025-11-08,5,,17954,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.677,668c00322364ff636b009787,MOBIS310,2025-11-06,2025-11-08,5,,19067,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.684,668c002e3a0ef2aeba009763,MOBIS288,2025-11-06,2025-11-08,5,,17970,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.687,668c002f16108cebc400976e,MOBIS473,2025-11-06,2025-11-08,5,,18090,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.867.703,668c002e3a0ef2aeba009763,MOBIS288,2025-11-06,2025-11-08,5,de dame was vriendelijk en behulpzaam jammer dat het geschenk (powerpack) niet meer beschikbaar was,18357,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.867.709,668c0032236a92f788009786,MOBIS474,2025-11-06,2025-11-08,5,,19407,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,OTHER,OTHER,Purchase,True
226.867.717,668c00343a0e689bf0009798,MOBIS480,2025-11-06,2025-11-08,5,,20493,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.867.733,668c002f3a1fd9b4ae00976f,MOBIS301,2025-11-06,2025-11-08,5,,9911,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.867.761,,MOBIS530,2025-11-06,2025-11-08,4,,19425,Prospect,,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,False
226.867.841,668c00332369207fda009792,MOBIS345,2025-11-06,2025-11-08,5,,21568,Prospect,,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,True
226.867.886,668c003023673b2a0d009776,MOBIS351,2025-11-06,2025-11-08,5,,17565,Prospect,,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.867.890,668c0032236ab3f452009782,MOBIS403,2025-11-06,2025-11-08,5,,20497,Prospect,,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.911,668c00351611d65fe10097a0,MOBIS344,2025-11-06,2025-11-08,5,,18082,Prospect,,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.867.930,668c0032236a92f788009786,MOBIS474,2025-11-06,2025-11-08,5,,19407,Prospect,,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,True
226.868.028,668c002e23671931d9009760,MOBIS492,2025-11-06,2025-11-08,5,,19443,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.868.029,,MOBIS523,2025-11-06,2025-11-08,4,vendeur top mais trop de client manque de confidentialite,20946,SUBSCRIPTION,FIRMS,OSO,Tariff Change,,,,Activation,False
226.868.043,668c002e23671931d9009760,MOBIS492,2025-11-06,2025-11-08,5,la personne nous a donner de tres bon conseil,19443,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.868.044,668c0034236416f1b3009796,MOBIS273,2025-11-06,2025-11-08,4,5,20883,SUBSCRIPTION,FIRMS,OSO,Service Management,,,,Activation,True
226.868.063,668c002e16116d7d1c00975e,MOBIS312,2025-11-06,2025-11-08,1,,16584,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.868.066,,MOBIS510,2025-11-06,2025-11-08,4,,18339,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.868.073,668c00361611f516990097ae,MOBIS476,2025-11-06,2025-11-08,4,,20491,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.868.105,668c0034236a8ef722009794,MOBIS457,2025-11-06,2025-11-08,4,,21094,SUBSCRIPTION,FIRMS,OSO,Tariff Change,,,,Activation,True
226.868.122,,MOBIS512,2025-11-06,2025-11-08,5,,20969,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.868.131,668c002e16116d7d1c00975e,MOBIS312,2025-11-06,2025-11-08,5,,16584,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.868.145,668c0031160e7a84cc00977b,MOBIS459,2025-11-06,2025-11-08,5,,17647,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.868.167,,MOBIS520,2025-11-06,2025-11-08,5,,18446,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,False
226.868.172,,,2025-11-06,2025-11-08,5,"great guy,service was friendly and professional",21373,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,,,,,Activation,False
226.868.175,668c0037160e0a7b030097b1,MOBIS490,2025-11-06,2025-11-08,5,,17091,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.868.180,668c00312369e254ca00977c,MOBIS487,2025-11-06,2025-11-08,5,,20962,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.868.199,668c00332369207fda009792,MOBIS345,2025-11-06,2025-11-08,5,,21382,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.868.200,668c003023673b2a0d009776,MOBIS351,2025-11-06,2025-11-08,5,,17565,SUBSCRIPTION,FIRMS,OSO,SIM Renewal,,,,Activation,True
226.868.206,,MOBIS524,2025-11-06,2025-11-08,5,service parfait,20948,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.868.211,668c002d3a1f37593d00975c,MOBIS486,2025-11-06,2025-11-08,5,,17056,SUBSCRIPTION,FIRMS,OSO,Tariff Change,,,,Activation,True
226.868.213,668c002e3a0ef2aeba009763,MOBIS288,2025-11-06,2025-11-08,5,,17954,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.868.214,668c00353a1f63ae5200979e,MOBIS507,2025-11-06,2025-11-08,5,,20989,SUBSCRIPTION,FIRMS,OSO,Tariff Change,,,,Activation,True
226.868.250,668c00373a0e6e98440097b6,MOBIS504,2025-11-06,2025-11-08,4,,20912,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.868.258,,MOBIS524,2025-11-06,2025-11-08,5,non merci,20948,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
