Response Date,Interaction date,SHOP_Shop Name + Aramis code,SHOP_Vendor,Satisfaction score (score on scale from 1 to 5),Verbatim,Respondent ID,SHOP_Shop AudienceName,SHOP_City,SHOP_Customer Type,SHOP_Channel,SHOP_Direction,SHOP_Mainchain,SHOP_Case type,SHOP_Case level 1,SHOP_Case level 2,SHOP_Case level 3,SHOP_Source file
06/11/2025,04/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,18850,5,,226.845.604,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRUGGE SINT-KRUIS - MOBIS439,21385,5,,226.845.610,SUBSCRIPTION,B- 8310,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP MAASMECHELEN SHOPPING CENTER - MOBIS373,12737,5,,226.845.618,SUBSCRIPTION,B- 3630,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP SINT-TRUIDEN - MOBIS503,17960,4,,226.845.670,SUBSCRIPTION,B- 3800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ETTERBEEK - MOBIS517,21468,5,,226.845.696,SUBSCRIPTION,B- 1040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,19433,2,,226.845.716,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HERENTALS - MOBIS508,21293,5,,226.845.742,SUBSCRIPTION,B- 2200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP GENK SHOPPING CENTER - MOBIS369,15070,5,,226.845.746,SUBSCRIPTION,B- 3600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ANTWERPEN MEIR - MOBIS288,17978,4,,226.845.749,SUBSCRIPTION,B- 2000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,19439,4,,226.845.769,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP KUURNE SHOPPING CENTER - MOBIS468,21285,4,,226.845.777,SUBSCRIPTION,B- 8520,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,03/11/2025,ORANGE SHOP ETTERBEEK - MOBIS517,18435,4,,226.845.794,SUBSCRIPTION,B- 1040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HERSTAL - MOBIS483,13677,4,,226.845.799,SUBSCRIPTION,B- 4040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP PLACE LOUISE - MOBIS455,9934,5,,226.845.810,SUBSCRIPTION,B- 1060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP TURNHOUT - MOBIS310,17897,5,,226.845.844,SUBSCRIPTION,B- 2300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP IEPER - MOBIS459,16676,5,,226.845.849,SUBSCRIPTION,B- 8900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP AALST - MOBIS494,21465,5,,226.845.854,SUBSCRIPTION,B- 9300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE PONT D'ILE - MOBIS402,17889,2,,226.845.869,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,12194,5,,226.845.881,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,9512,4,,226.845.885,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BASILIX SHOPPING CENTER - MOBIS519,18437,5,,226.845.916,SUBSCRIPTION,B- 1082,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ANDENNE - MOBIS489,17092,5,,226.845.921,SUBSCRIPTION,B- 5300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LOUVAIN-LA-NEUVE SHOPPING CENTER - MOBIS271,18492,5,,226.845.929,SUBSCRIPTION,B- 1348,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIBRAMONT - MOBIS486,18021,5,bon.accueil..et..competent,226.845.938,SUBSCRIPTION,B- 6800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,18010,5,,226.845.944,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP VILVOORDE - MOBIS416,17970,5,,226.845.957,SUBSCRIPTION,B- 1800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR HERSTAL - MCOAT058,13144,5,,226.845.969,SUBSCRIPTION,B- 4040,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,17062,4,,226.845.986,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Takeover,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR FLEMALLE - MCOAT044,21178,5,,226.845.992,SUBSCRIPTION,B- 4400,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIBRAMONT - MOBIS486,18021,5,,226.846.000,SUBSCRIPTION,B- 6800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,20944,5,,226.846.006,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BONCELLES - MOBIS488,16625,5,,226.846.013,SUBSCRIPTION,B- 4100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,18850,1,,226.846.018,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR JAMBES - MCOAT034,16526,5,,226.846.022,SUBSCRIPTION,B- 5100,FIRMS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,17769,3,,226.846.026,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WAREMME - MOBIS526,20947,5,,226.846.027,SUBSCRIPTION,B- 4300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,20954,4,,226.846.034,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP GENK SHOPPING CENTER - MOBIS369,15070,5,"ondanks dat er veel volk was bleef de verkoper/ medewerker rustig, vriendelijk en werkte hij goed door. ik ben goed geholpen",226.846.045,SUBSCRIPTION,B- 3600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE MEDIACITE - MOBIS530,20949,5,,226.846.046,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WAREMME - MOBIS526,20947,5,,226.846.047,SUBSCRIPTION,B- 4300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ST-NIKLAAS WAASLAND SHOPPING CENTER - MOBIS324,16666,5,,226.846.052,SUBSCRIPTION,B- 9100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP IEPER - MOBIS459,16676,5,,226.846.063,SUBSCRIPTION,B- 8900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP COUVIN - MOBIS482,17070,3,,226.846.070,SUBSCRIPTION,B- 5660,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HERSTAL - MOBIS483,21183,5,,226.846.091,SUBSCRIPTION,B- 4040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR MARCHE - MCOAT039,17135,4,,226.846.151,SUBSCRIPTION,B- 6900,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,12350,5,rapide et efficace,226.846.159,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE PONT D'ILE - MOBIS402,17993,5,,226.846.162,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP DENDERMONDE - MOBIS457,17719,5,,226.846.166,SUBSCRIPTION,B- 9200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP GENK SHOPPING CENTER - MOBIS369,21558,5,goede uitleg en informatie,226.846.177,SUBSCRIPTION,B- 3600,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP MOL - MOBIS510,18336,5,zeer vriendelijk en behulpzaam en weten raad,226.846.193,SUBSCRIPTION,B- 2400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR SCHOTEN - MCOAT035,17000,5,,226.846.195,SUBSCRIPTION,B- 2900,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHARLEROI RIVE GAUCHE SHOPPING - MOBIS479,17405,5,,226.846.233,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHARLEROI VILLE 2 SHOPPING CENTER - MOBIS296,20500,1,,226.846.307,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,N/A,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BASILIX SHOPPING CENTER - MOBIS519,21613,5,,226.846.320,SUBSCRIPTION,B- 1082,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,20907,5,,226.846.323,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR FLEMALLE - MCOAT044,21178,4,,226.846.326,SUBSCRIPTION,B- 4400,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRASSCHAAT - MOBIS506,17973,5,correct en vriendelijk personeel ... zal snel overgaan tot aankoop van 2 toestellen maar wacht nog even op de juiste samsung promo.,226.846.341,SUBSCRIPTION,B- 2930,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BASILIX SHOPPING CENTER - MOBIS519,18437,4,,226.846.373,SUBSCRIPTION,B- 1082,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP AALST - MOBIS494,17495,5,goeie en vriendelijke bediening niet is hun teveel thx,226.846.374,SUBSCRIPTION,B- 9300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,21329,4,,226.846.392,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,19442,5,,226.846.400,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,17283,5,,226.846.402,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,18850,3,raison pairsonnel,226.846.411,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Contract Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHARLEROI RIVE GAUCHE SHOPPING - MOBIS479,16076,5,,226.846.413,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP TAMINES - MOBIS476,20491,4,personnel agreable,226.846.434,SUBSCRIPTION,B- 5060,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIER - MOBIS505,17979,5,,226.846.504,SUBSCRIPTION,B- 2500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Contract Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP UCCLE ALSEMBERG - MOBIS516,20488,5,,226.846.528,SUBSCRIPTION,B- 1180,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LOKEREN - MOBIS458,16669,4,,226.846.534,SUBSCRIPTION,B- 9160,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ETTERBEEK - MOBIS517,21468,5,,226.846.556,SUBSCRIPTION,B- 1040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,9512,5,,226.846.562,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP DOCKS SHOPPING - MOBIS421,18537,4,,226.846.582,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,03/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,20958,4,3,226.846.585,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP GOUDEN KRUISPUNT - MOBIS502,21411,5,super vriendelijk geholpen,226.846.606,SUBSCRIPTION,B- 3390,FIRMS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,20493,5,j'ai pas le temps merci,226.846.610,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE PONT D'ILE - MOBIS402,17082,4,,226.846.612,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP COUVIN - MOBIS482,17070,4,,226.846.643,SUBSCRIPTION,B- 5660,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WOLUWE SHOPPING CENTER - MOBIS520,18446,5,,226.846.647,SUBSCRIPTION,B- 1200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LEUVEN DIESTSESTRAAT - MOBIS299,3701,4,,226.846.660,SUBSCRIPTION,B- 3000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,19439,5,,226.846.668,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,19433,5,,226.846.679,SUBSCRIPTION,B- 4020,FIRMS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP JEMEPPE - MOBIS523,20950,5,,226.846.695,SUBSCRIPTION,B- 4101,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,19439,4,,226.846.714,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ETTERBEEK - MOBIS517,18435,4,,226.846.717,SUBSCRIPTION,B- 1040,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE CARREFOUR OOSTAKKER - MCOAT059,18013,5,,226.846.718,SUBSCRIPTION,B- 9041,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP CHARLEROI VILLE 2 SHOPPING CENTER - MOBIS296,20500,5,,226.846.733,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP HERENTALS - MOBIS508,18344,4,,226.846.737,SUBSCRIPTION,B- 2200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP GENT VELDSTRAAT - MOBIS312,21494,5,"onderhoud gehad met floris. zeer onderlegd, empathisch en hulpvaardig, klantvriendelijk, rustig en duidelijk. een pluim!",226.846.744,SUBSCRIPTION,B- 9000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17051,4,,226.846.759,SUBSCRIPTION,B- 6780,FIRMS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WILRIJK - MOBIS504,18306,5,,226.846.761,SUBSCRIPTION,B- 2610,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP EEKLO - MOBIS463,16681,5,goede service,226.846.762,SUBSCRIPTION,B- 9900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,17283,5,,226.846.764,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,8586,5,,226.846.787,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ANDENNE - MOBIS489,17092,5,,226.846.789,SUBSCRIPTION,B- 5300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP WILRIJK - MOBIS504,18306,3,,226.846.805,SUBSCRIPTION,B- 2610,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP ATH - MOBIS497,18856,5,,226.846.813,SUBSCRIPTION,B- 7800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP JEMEPPE - MOBIS523,20950,5,,226.846.814,SUBSCRIPTION,B- 4101,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP MARCHE-EN-FAMENNE - MOBIS487,21143,5,,226.846.823,SUBSCRIPTION,B- 6900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP BRUGGE SINT-KRUIS - MOBIS439,16947,5,heel vriendelijk bediend door kristof en isaac,226.846.824,SUBSCRIPTION,B- 8310,FIRMS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP LOUVAIN-LA-NEUVE SHOPPING CENTER - MOBIS271,20484,5,,226.846.825,SUBSCRIPTION,B- 1348,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP COUVIN - MOBIS482,17070,1,,226.846.829,SUBSCRIPTION,B- 5660,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
06/11/2025,04/11/2025,ORANGE SHOP JETTE - MOBIS515,18830,4,,226.846.844,SUBSCRIPTION,B- 1090,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
